,AC Fraction,BA Fraction,BC Fraction,BF Fraction,BH Fraction,BL Fraction,BO Fraction,BP Fraction,BT Fraction,BU Fraction,BV Fraction,BY Fraction,CC Fraction,CD Fraction,CG Fraction,CH Fraction,CS Fraction,Concentration,Contamination?,DF Fraction,DL Fraction,DP Fraction,EL Fraction,ER Fraction,FP Fraction,Media,OD,PC Fraction,PJ Fraction,Passage,RI Fraction,Rep,Total,Treatment,corrected OD
10,0.039069557,0,0,0,0.012420958,0,0,0.00767841,0.031616983,0,0.278906956,0,0,0,0,0,0.008807588,10,No,0,0.411472448,0.180894309,0.023486902,0,0,Inulin,0.402,0,0.00564589,1,0,1,4445,COMM10<AC,2.01
11,0,0,0,0,0,0,0,0,0.017199477,0,0.013086558,0,0,0,0,0,0.069358759,10,No,0,0.034959806,0.45391662,0.385492615,0,0,No carb,0.1543,0,0.025986166,1,0,1,5377,COMM10<PJ,0.7715
12,0.539708266,0,0,0,0,0,0,0.004399166,0.161843019,0,0.022690438,0,0,0,0,0,0.010419078,10,No,0,0.11900903,0.083121093,0.040750174,0,0,Inulin Mono,0.4114,0,0.018059736,1,0,1,4339,COMM10<PJ,2.057
13,0.310813637,0,0,0,0,0,0,0.008157289,0.127379209,0,0.168374817,0,0,0,0,0,0.040368124,10,No,0,0.32608241,0.006065677,0.009203096,0,0,Inulin Mono,0.4515,0,0.003555741,1,0,1,4817,COMM10<BV,2.2575
14,0.707422587,0,0,0,0,0,0,0.003870674,0.072404372,0,0.028916211,0,0,0,0,0,0.015482696,10,No,0,0.041894353,0.100637523,0.029371585,0,0,Inulin Mono,0.4168,0,0,1,0,1,4409,COMM10<AC,2.084
15,0,0,0,0,0.001814608,0,0,0,0.005897475,0,0.021170422,0,0,0,0,0,0.072735521,10,No,0,0.031301981,0.522304552,0.341448662,0,0,No carb,0.149,0,0.003326781,1,0,1,6627,COMM10<BV,0.745
16,0.020675744,0,0,0,0.014498235,0,0,0.006177509,0.00781644,0,0.036182552,0,0,0,0,0,0.0102118,10,No,0,0.68734241,0.167549168,0.031013616,0,0,Inulin,0.3183,0,0.018532526,1,0,2,7953,COMM10<PJ,1.5915
17,0.071970139,0,0,0,0.008281815,0,0,0.003616004,0.009681558,0,0.236439986,0,0,0,0,0,0.011197947,10,No,0,0.405109063,0.219759711,0.032077452,0,0,Inulin,0.371,0,0.001866325,1,0,2,8611,COMM10<BV,1.855
18,0.04572787,0,0,0,0.011327087,0,0,0.010068522,0.030065725,0,0.102782828,0,0,0,0,0,0.007411551,10,No,0,0.521885051,0.220528597,0.04335058,0,0,Inulin,0.3407,0,0.006852189,1,0,2,7181,COMM10<AC,1.7035
19,0.002854123,0,0,0,0,0,0,0,0.016067653,0,0.008245243,0,0,0,0,0,0.083086681,10,No,0,0.05422833,0.547357294,0.268498943,0,0,No carb,0.1422,0,0.019661734,1,0,2,9497,COMM10<PJ,0.711
20,0.535546671,0,0,0,0,0,0,0.012515209,0.10707457,0,0.025899531,0,0,0,0,0,0.021380149,10,No,0,0.026420998,0.118373023,0.132452633,0,0,Inulin Mono,0.5393,0,0.020337215,1,0,2,5773,COMM10<PJ,2.6965
21,0.320468014,0,0,0,0,0,0,0.009573013,0.127488224,0,0.154383832,0,0,0,0,0,0.033733475,10,No,0,0.332016411,0.004558578,0.015347212,0,0,Inulin Mono,0.4378,0,0.002431241,1,0,2,6632,COMM10<BV,2.189
22,0.713694663,0,0,0,0,0,0,0.004689008,0.054061509,0,0.011722521,0,0,0,0,0,0.015308233,10,No,0,0.060405461,0.110605434,0.029513171,0,0,Inulin Mono,0.4453,0,0,1,0,2,7277,COMM10<AC,2.2265
23,0,0,0,0,0.001345593,0,0,0,0.005158107,0,0.022762951,0,0,0,0,0,0.07299843,10,No,0,0.037676609,0.547768558,0.310159229,0,0,No carb,0.1472,0,0.002130523,1,0,2,8935,COMM10<BV,0.736
24,0.016488223,0,0,0,0.007815846,0,0,0.012205567,0.009957173,0,0.037366167,0,0,0,0,0,0.006102784,10,No,0,0.63993576,0.23875803,0.025053533,0,0,Inulin,0.3175,0,0.006316916,1,0,0,9376,COMM10<DP,1.5875
25,0.018607926,0,0,0,0.004325085,0,0,0.009555421,0.015087508,0,0.018507343,0,0,0,0,0,0.007644337,10,No,0,0.71907061,0.150573325,0.054717361,0,0,Inulin,0.3869,0,0.001911084,1,0,0,9967,COMM10<BT,1.9345
26,0.063012358,0,0,0,0.020555488,0,0,0.004649456,0.024348464,0,0.024715527,0,0,0,0,0,0.008197724,10,No,0,0.642358987,0.177535789,0.030955585,0,0,Inulin,0.3778,0,0.003670623,1,0,0,8198,COMM10<DL,1.889
27,0.005641219,0,0,0,0,0,0,0.00300865,0.022752915,0,0.016453554,0,0,0,0,0,0.059608876,10,No,0,0.061677322,0.583396014,0.239563746,0,0,No carb,0.1387,0,0.007897706,1,0,0,10652,COMM10<DP,0.6935
28,0.530865812,0,0,0,0,0,0,0.008631964,0.121893801,0,0.035443369,0,0,0,0,0,0.008631964,10,No,0,0.047868166,0.191211091,0.053492022,0,0,Inulin Mono,0.5259,0,0.00196181,1,0,0,7665,COMM10<DP,2.6295
29,0.2273766,0,0,0,0,0,0,0,0.621800731,0,0.007312614,0,0,0,0,0,0.011654479,10,No,0,0.123628885,0.004570384,0.003656307,0,0,Inulin Mono,0.4342,0,0,1,0,0,4406,COMM10<BT,2.171
30,0.229158589,0,0,0,0,0,0,0.00413597,0.116324157,0,0.012924906,0,0,0,0,0,0.011890914,10,No,0,0.558743699,0.025591314,0.039679462,0,0,Inulin Mono,0.3815,0,0.001550989,1,0,0,7762,COMM10<DL,1.9075
31,0.013444229,0,0,0,0.00136721,0,0,0.001481144,0.022558961,0,0.005696707,0,0,0,0,0,0.05935969,10,No,0,0.039990885,0.542326535,0.311268087,0,0,No carb,0.143,0,0.002506551,1,0,0,8790,COMM10<BT,0.715
32,0.016749426,0,0,0,0.005929,0,0,0.010227525,0.011487438,0,0.072926703,0,0,0,0,0,0.00444675,10,No,0,0.591714222,0.249907359,0.029126214,0,0,Inulin,0.3211,0,0.007485363,1,0,1,13534,COMM10<DP,1.6055
33,0.024971537,0,0,0,0.003036053,0,0,0.008273245,0.027855787,0,0.032030361,0,0,0,0,0,0.007741935,10,No,0,0.688880455,0.137685009,0.067703985,0,0,Inulin,0.3398,0,0.001821632,1,0,1,13215,COMM10<BT,1.699
34,0.065553669,0,0,0,0.0237691,0,0,0.007545746,0.019430296,0,0.02584418,0,0,0,0,0,0.010564045,10,No,0,0.631484626,0.167138276,0.044897189,0,0,Inulin,0.2902,0,0.003772873,1,0,1,10628,COMM10<DL,1.451
35,0.007830594,0,0,0,0,0,0,0.004411603,0.023602073,0,0.013345098,0,0,0,0,0,0.091651042,10,No,0,0.030770928,0.484393956,0.339693394,0,0,No carb,0.1701,0,0.004301312,1,0,1,9099,COMM10<DP,0.8505
36,0.527991566,0,0,0,0,0,0,0.011070111,0.14359515,0,0.032683184,0,0,0,0,0,0.010226674,10,No,0,0.049868213,0.158987876,0.062836057,0,0,Inulin Mono,0.4426,0,0.00274117,1,0,1,9513,COMM10<DP,2.213
37,0.187642772,0,0,0,0,0,0,0.003480909,0.511911237,0,0.004242358,0,0,0,0,0,0.011312956,10,No,0,0.273251387,0.001631676,0.006526705,0,0,Inulin Mono,0.4621,0,0,1,0,1,9225,COMM10<BT,2.3105
38,0.073300532,0,0,0,0,0,0,0.002008234,0.038256853,0,0.003715232,0,0,0,0,0,0.007631288,10,No,0,0.842855708,0.006827995,0.025404157,0,0,Inulin Mono,0.3678,0,0,1,0,1,9994,COMM10<DL,1.839
39,0,0,0,0,0.001810081,0,0,0.001461988,0.017265386,0,0.005708716,0,0,0,0,0,0.060359231,10,No,0,0.045112782,0.475215817,0.390768588,0,0,No carb,0.1449,0,0.00229741,1,0,1,14383,COMM10<BT,0.7245
40,0.022047367,0,0,0,0.002804612,0,0,0.011763789,0.015659084,0,0.072530383,0,0,0,0,0,0.004752259,10,No,0,0.584449984,0.244858211,0.033655344,0,0,Inulin,0.3226,0,0.007478965,1,0,2,12888,COMM10<DP,1.613
41,0.022470094,0,0,0,0.004849661,0,0,0.010345942,0.031522793,0,0.02748141,0,0,0,0,0,0.006708697,10,No,0,0.680407371,0.133608147,0.080342709,0,0,Inulin,0.339,0,0.002263175,1,0,2,12402,COMM10<BT,1.695
42,0.059779249,0,0,0,0.016600442,0,0,0.004326711,0.017395143,0,0.024282561,0,0,0,0,0,0.007152318,10,No,0,0.658543046,0.158675497,0.049977925,0,0,Inulin,0.2935,0,0.003267108,1,0,2,11355,COMM10<DL,1.4675
43,0.00319659,0,0,0,0.00106553,0,0,0.007636299,0.034363346,0,0.023619251,0,0,0,0,0,0.123246315,10,No,0,0.051234239,0.303764873,0.445657965,0,0,No carb,0.1375,0,0.006215592,1,0,2,11283,COMM10<DP,0.6875
44,0.496256331,0,0,0,0,0,0,0.012001762,0.12882625,0,0.013983704,0,0,0,0,0,0.009359172,10,No,0,0.156793658,0.123761286,0.055494384,0,0,Inulin Mono,0.5214,0,0.003523453,1,0,2,9114,COMM10<DP,2.607
45,0.230938255,0,0,0,0,0,0,0.002746649,0.506591958,0,0.004174907,0,0,0,0,0,0.010217535,10,No,0,0.235223028,0.002087453,0.008020215,0,0,Inulin Mono,0.4472,0,0,1,0,2,9136,COMM10<BT,2.236
46,0.107880198,0,0,0,0,0,0,0.003198604,0.034118445,0,0.005137152,0,0,0,0,0,0.006687991,10,No,0,0.804400504,0.005621789,0.032955316,0,0,Inulin Mono,0.3871,0,0,1,0,2,10347,COMM10<DL,1.9355
47,0,0,0,0,0.002550823,0,0,0.001082167,0.016541702,0,0.007265981,0,0,0,0,0,0.063229497,10,No,0,0.029527711,0.476926645,0.400865734,0,0,No carb,0.1476,0,0.00200974,1,0,2,12950,COMM10<BT,0.738
48,0.022451761,0,0,0,0.023671186,0,0,0.006527509,0.014417904,0,0.06549028,0,0,0,0,0,0.007316548,10,No,0,0.622480453,0.171221577,0.062692777,0,0,Inulin,0.3317,0,0.003730005,1,0,0,13990,COMM10<BH,1.6585
49,0.012247557,0,0,0,0.003973941,0,0,0.016026059,0.006644951,0,0.009837134,0,0,0,0,0,0.005276873,10,No,0,0.745993485,0.127752443,0.070423453,0,0,Inulin,0.379,0,0.001824104,1,0,0,15365,COMM10<BP,1.895
50,0.063902213,0,0,0,0.012300789,0,0,0.005724896,0.0152406,0,0.072489556,0,0,0,0,0,0.006962711,10,No,0,0.600417763,0.159600805,0.056243231,0,0,Inulin,0.3299,0,0.007117438,1,0,0,12972,COMM10<equal,1.6495
51,0.001702695,0,0,0,0.008513473,0,0,0.003035238,0.03634883,0,0.017619189,0,0,0,0,0,0.171083802,10,No,0,0.012659165,0.234971869,0.509105715,0,0,No carb,0.1387,0,0.004960024,1,0,0,13526,COMM10<BH,0.6935
52,0.525117882,0,0,0,0.000997461,0,0,0.007707653,0.135654697,0,0.016231411,0,0,0,0,0,0.017138194,10,No,0,0.121599565,0.061117156,0.111443598,0,0,Inulin Mono,0.5982,0,0.002992383,1,0,0,11054,COMM10<BH,2.991
53,0.500498957,0,0,0,0,0,0,0.00453597,0.180985213,0,0.020593305,0,0,0,0,0,0.032205389,10,No,0,0.176177084,0.035471287,0.048353443,0,0,Inulin Mono,0.4729,0,0.001179352,1,0,0,11062,COMM10<BP,2.3645
54,0.487138549,0,0,0,0,0,0,0.011353557,0.13429129,0,0.008337768,0,0,0,0,0,0.019425226,10,No,0,0.15513571,0.080805393,0.100585418,0,0,Inulin Mono,0.448,0,0.002927089,1,0,0,11289,COMM10<equal,2.24
55,0,0,0,0,0.006951954,0,0,0.011818322,0.013517689,0,0.007415418,0,0,0,0,0,0.0879036,10,No,0,0.042947629,0.782172099,0.042252433,0,0,No carb,0.1086,0,0.005020856,1,0,0,12990,COMM10<BP,0.543
56,0.047276555,0,0,0,0.008595737,0,0,0.004648715,0.00877116,0,0.052188405,0,0,0,0,0,0.005174985,10,No,0,0.673888255,0.156477502,0.039996492,0,0,Inulin,0.3186,0,0.002982195,1,0,1,11460,COMM10<BH,1.593
57,0.011284531,0,0,0,0.004250018,0,0,0.015974207,0.006375027,0,0.018758702,0,0,0,0,0,0.006741408,10,No,0,0.72257639,0.137246281,0.073862387,0,0,Inulin,0.3369,0,0.002931047,1,0,1,13661,COMM10<BP,1.6845
58,0.040029591,0,0,0,0.008055236,0,0,0.00797304,0.014877528,0,0.062880158,0,0,0,0,0,0.007233273,10,No,0,0.597402597,0.177461779,0.076935723,0,0,Inulin,0.35,0,0.007151077,1,0,1,12191,COMM10<equal,1.75
59,0.004211793,0,0,0,0.009025271,0,0,0.005758982,0.038249957,0,0.018738181,0,0,0,0,0,0.18162283,10,No,0,0.008681451,0.225459859,0.504125838,0,0,No carb,0.1362,0,0.004125838,1,0,1,11655,COMM10<BH,0.681
60,0.568327899,0,0,0,0.001490452,0,0,0.007265952,0.122496507,0,0.004564509,0,0,0,0,0,0.014625058,10,No,0,0.123707499,0.027573358,0.127247322,0,0,Inulin Mono,0.4764,0,0.002701444,1,0,1,10754,COMM10<BH,2.382
61,0.564119312,0,0,0,0,0,0,0.004681036,0.190616155,0,0.021336817,0,0,0,0,0,0.032005225,10,No,0,0.084802961,0.038863488,0.063575005,0,0,Inulin Mono,0.4508,0,0,1,0,1,9222,COMM10<BP,2.254
62,0.461576306,0,0,0,0,0,0,0.006395749,0.154777133,0,0.00993801,0,0,0,0,0,0.01633376,10,No,0,0.207812654,0.085112664,0.055692217,0,0,Inulin Mono,0.4648,0,0.002361507,1,0,1,10192,COMM10<equal,2.324
63,0.001937407,0,0,0,0.005067064,0,0,0.00752608,0.012891207,0,0.007078987,0,0,0,0,0,0.061549925,10,No,0,0.042175857,0.817958271,0.039120715,0,0,No carb,0.1072,0,0.004694486,1,0,1,13435,COMM10<BP,0.536
64,0.052995607,0,0,0,0.029442004,0,0,0.010748668,0.034115338,0,0.100289747,0,0,0,0,0,0.005888401,10,No,0,0.588933545,0.126180017,0.045424806,0,0,Inulin,0.329,0,0.005981867,1,0,2,10770,COMM10<BH,1.645
65,0.010762048,0,0,0,0.004906228,0,0,0.016538735,0.007992403,0,0.015826541,0,0,0,0,0,0.008388067,10,No,0,0.7268339,0.112368442,0.093218327,0,0,Inulin,0.3443,0,0.003165308,1,0,2,12656,COMM10<BP,1.7215
66,0.029197761,0,0,0,0.006156716,0,0,0.006156716,0.01744403,0,0.065485075,0,0,0,0,0,0.01016791,10,No,0,0.628078358,0.158488806,0.071455224,0,0,Inulin,0.4126,0,0.007369403,1,0,2,10738,COMM10<equal,2.063
67,0,0,0,0,0.007298002,0,0,0.001563858,0.021720243,0,0.01520417,0,0,0,0,0,0.090703736,10,No,0,0.005473501,0.42050391,0.434317984,0,0,No carb,0.1382,0,0.003214596,1,0,2,11532,COMM10<BH,0.691
68,0.409354637,0,0,0,0.001785236,0,0,0.010086584,0.182451129,0,0.012764438,0,0,0,0,0,0.022493975,10,No,0,0.139337677,0.069445684,0.148977952,0,0,Inulin Mono,0.4568,0,0.003302687,1,0,2,11223,COMM10<BH,2.284
69,0.475924634,0,0,0,0,0,0,0.003987638,0.209949158,0,0.016149935,0,0,0,0,0,0.036187818,10,No,0,0.152228093,0.031701725,0.072774399,0,0,Inulin Mono,0.4964,0,0.001096601,1,0,2,10054,COMM10<BP,2.482
70,0.487321618,0,0,0,0,0,0,0.006132799,0.141879939,0,0.009553013,0,0,0,0,0,0.020757165,10,No,0,0.183158391,0.095883949,0.05201085,0,0,Inulin Mono,0.4284,0,0.003302276,1,0,2,8491,COMM10<equal,2.142
71,0,0,0,0,0.007451702,0,0,0.009107636,0.013155474,0,0.005979761,0,0,0,0,0,0.094480221,10,No,0,0.031370745,0.785464581,0.049218031,0,0,No carb,0.1102,0,0.003771849,1,0,2,10891,COMM10<BP,0.551
72,0.053411469,0,0,0,0.013143575,0,0,0.017664295,0.024696526,0,0.189786522,0,0,0,0,0,0.01046463,10,No,0,0.433235663,0.153788196,0.098953537,0,0,Inulin,0.3463,0,0.004855588,1,0,0,12045,COMM10<CS,1.7315
73,0.026445578,0,0,0,0.007568027,0,0,0.01037415,0.018962585,0,0.091156463,0,0,0,0,0,0.007823129,10,No,0,0.560459184,0.143962585,0.129166667,0,0,Inulin,0.3719,0,0.004081633,1,0,0,11807,COMM10<EL,1.8595
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,LowReads,0,0,0.483870968,0.516129032,0,0,Inulin,0.0444,0,0,1,0,0,47,blank,0.222
75,0,0,0,0,0.001665644,0,0,0.001314982,0.017007101,0,0.01876041,0,0,0,0,0,0.094854037,10,No,0,0.013412817,0.51363198,0.336021741,0,0,No carb,0.1387,0,0.003331288,1,0,0,11424,COMM10<CS,0.6935
76,0.374811841,0,0,0,0,0,0,0.009934772,0.235323633,0,0.013246362,0,0,0,0,0,0.067837431,10,No,0,0.090717511,0.063823382,0.14119418,0,0,Inulin Mono,0.5515,0,0.003110888,1,0,0,10009,COMM10<CS,2.7575
77,0.573124161,0,0,0,0.001135308,0,0,0.003921973,0.179275467,0,0.02384147,0,0,0,0,0,0.020435545,10,No,0,0.072659717,0.058726391,0.065538239,0,0,Inulin Mono,0.5594,0,0.001341728,1,0,0,9704,COMM10<EL,2.797
78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,LowReads,0,0,0,0,0,0,Inulin Mono,0.044,0,0,1,0,0,34,blank,0.22
79,0.001407743,0,0,0,0.008144796,0,0,0.001910508,0.031573655,0,0.037405732,0,0,0,0,0,0.073504274,10,No,0,0.037908497,0.563398693,0.235394671,0,0,No carb,0.1448,0,0.009351433,1,0,0,9958,COMM10<EL,0.724
80,0.038612949,0,0,0,0.007705838,0,0,0.014574085,0.038445431,0,0.122623335,0,0,0,0,0,0.018091968,10,No,0,0.538403551,0.155289388,0.059804004,0,0,Inulin,0.3283,0,0.006449451,1,0,1,12006,COMM10<CS,1.6415
81,0.022734303,0,0,0,0.005335602,0,0,0.00951129,0.018094649,0,0.029539128,0,0,0,0,0,0.0098206,10,No,0,0.655428395,0.160454686,0.085060315,0,0,Inulin,0.3387,0,0.004021033,1,0,1,12963,COMM10<EL,1.6935
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,LowReads,0,0,0.5,0.5,0,0,Inulin,0.0449,0,0,1,0,1,33,blank,0.2245
83,0,0,0,0,0.003200602,0,0,0.001694437,0.038030688,0,0.027393392,0,0,0,0,0,0.091781982,10,No,0,0.018638803,0.513037748,0.300762496,0,0,No carb,0.1402,0,0.005459851,1,0,1,10649,COMM10<CS,0.701
84,0.372920518,0,0,0,0,0,0,0.013054529,0.219269871,0,0.020794824,0,0,0,0,0,0.073937153,10,No,0,0.074861368,0.066658965,0.15607671,0,0,Inulin Mono,0.5713,0,0.002426063,1,0,1,8678,COMM10<CS,2.8565
85,0.518882407,0,0,0,0,0,0,0.003684372,0.241428718,0,0.015760925,0,0,0,0,0,0.019547641,10,No,0,0.1115546,0.06079214,0.02538123,0,0,Inulin Mono,0.4592,0,0.002967966,1,0,1,9796,COMM10<EL,2.296
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,LowReads,0,0,0,0,0,0,Inulin Mono,0.0431,0,0,1,0,1,10,blank,0.2155
87,0.001410896,0,0,0,0.00434122,0,0,0.00217061,0.024419362,0,0.038853918,0,0,0,0,0,0.081180812,10,No,0,0.027024094,0.55686998,0.253744302,0,0,No carb,0.1392,0,0.009984806,1,0,1,9216,COMM10<EL,0.696
88,0.035774921,0,0,0,0.006184817,0,0,0.010793112,0.058816396,0,0.084647102,0,0,0,0,0,0.018069367,10,No,0,0.595318943,0.14649527,0.037836527,0,0,Inulin,0.326,0,0.006063546,1,0,2,8319,COMM10<CS,1.63
89,0.022347741,0,0,0,0.007039948,0,0,0.010232482,0.019400786,0,0.049934512,0,0,0,0,0,0.010641781,10,No,0,0.601915521,0.159872299,0.11370334,0,0,Inulin,0.3452,0,0.004911591,1,0,2,12275,COMM10<EL,1.726
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,LowReads,0,0,1,0,0,0,Inulin,0.0459,0,0,1,0,2,49,blank,0.2295
91,0,0,0,0,0.003113244,0,0,0.001556622,0.017641717,0,0.020106369,0,0,0,0,0,0.124918926,10,No,0,0.004799585,0.442858996,0.381372422,0,0,No carb,0.1411,0,0.003632118,1,0,2,7716,COMM10<CS,0.7055
92,0.371067624,0,0,0,0,0,0,0.006935843,0.237552638,0,0.012509289,0,0,0,0,0,0.095615556,10,No,0,0.053752787,0.105028486,0.113698291,0,0,Inulin Mono,0.4501,0,0.003839485,1,0,2,8112,COMM10<CS,2.2505
93,0.572511664,0,0,0,0,0,0,0.004276827,0.247181182,0,0.023133748,0,0,0,0,0,0.014580093,10,No,0,0.03440902,0.064930016,0.037227838,0,0,Inulin Mono,0.439,0,0.001749611,1,0,2,10318,COMM10<EL,2.195
94,0,0,0,0,0.180407371,0,0.035887488,0,0.051988361,0.066537342,0.025218235,0,0,0,0,0.061881668,0,10,No,0,0,0.141610087,0.007759457,0.147041707,0.107274491,Inulin Mono,0.0426,0.126673133,0,1,0,2,5260,blank,0.213
95,0.00149413,0,0,0,0.010779082,0,0,0.002454642,0.038633938,0,0.059124867,0,0,0,0,0,0.086766275,10,No,0,0.024866596,0.578655283,0.183991462,0,0,No carb,0.1379,0,0.013233725,1,0,2,9407,COMM10<EL,0.6895
96,0.071131381,0,0,0,0.056329013,0,0,0.001520243,0.020323252,0,0.1425028,0,0,0,0,0,0.001600256,10,No,0,0.319651144,0.267482797,0.112498,0,0,Inulin,0.4416,0,0.006961114,2,0,0,12549,COMM10<PJ,2.208
97,0.019335446,0,0,0,0.023559997,0,0,0,0.008530344,0,0.384352913,0,0,0,0,0,0,10,No,0,0.275002031,0.151190186,0.138029084,0,0,Inulin,0.4185,0,0,2,0,0,12390,COMM10<BV,2.0925
98,0.083044667,0,0,0,0.070829535,0,0,0.001731996,0.021513218,0,0.067274385,0,0,0,0,0,0.002917046,10,No,0,0.372561531,0.311668186,0.067183227,0,0,Inulin,0.4079,0,0.001276208,2,0,0,11028,COMM10<AC,2.0395
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,LowReads,0,0,0,0,0,0,No carb,0.1214,0,0,2,0,0,36,COMM10<PJ,0.607
100,0.484457478,0,0,0,0.008064516,0,0,0.004985337,0.27170088,0,0.03372434,0,0,0,0,0,0,10,No,0,0.005718475,0.172580645,0.016715543,0,0,Inulin Mono,0.5273,0,0.002052786,2,0,0,6870,COMM10<PJ,2.6365
101,0.425623188,0,0,0,0.011710145,0,0,0.016347826,0.206956522,0,0.006492754,0,0,0,0,0,0.013333333,10,No,0,0.13542029,0.063536232,0.12057971,0,0,Inulin Mono,0.545,0,0,2,0,0,8687,COMM10<BV,2.725
102,0.197685749,0,0,0,0.01047503,0,0,0.2409257,0.141412911,0,0.002557856,0,0,0,0,0,0.002314251,10,No,0,0.045676005,0.315834348,0.041656516,0,0,Inulin Mono,0.4881,0,0.001461632,2,0,0,8234,COMM10<AC,2.4405
103,0,0,0,0,0.003214253,0,0,0,0.002663238,0,0.009275416,0,0,0,0,0,0.018642667,10,No,0,0,0.553494352,0.411332537,0,0,No carb,0.1127,0,0.001377537,2,0,0,10907,COMM10<BV,0.5635
104,0.079989099,0,0,0,0.114805478,0,0,0.001022007,0.022756694,0,0.086734346,0,0,0,0,0,0.001158275,10,No,0,0.340873476,0.258227158,0.087279417,0,0,Inulin,0.4276,0,0.007154051,2,0,1,14719,COMM10<PJ,2.138
105,0.016711278,0,0,0,0.021558272,0,0,0,0.008391811,0,0.420241626,0,0,0,0,0,0.000795775,10,No,0,0.341604572,0.132388049,0.058308616,0,0,Inulin,0.4515,0,0,2,0,1,13927,COMM10<BV,2.2575
106,0.07084418,0,0,0,0.064243213,0,0,0,0.010598736,0,0.036165861,0,0,0,0,0,0.001859427,10,No,0,0.457512086,0.304202306,0.053272592,0,0,Inulin,0.3978,0,0.001301599,2,0,1,10815,COMM10<AC,1.989
107,0.001672241,0,0,0,0.001045151,0,0,0.00083612,0.003205128,0,0.002159978,0,0,0,0,0,0.009267001,10,No,0,0.003414158,0.718297101,0.25654961,0,0,No carb,0.1231,0,0.003553512,2,0,1,14375,COMM10<PJ,0.6155
108,0.399012217,0,0,0,0.026644138,0,0,0.001949571,0.338835456,0,0.021965168,0,0,0,0,0,0.001559657,10,No,0,0.03236288,0.15713543,0.018066025,0,0,Inulin Mono,0.5496,0,0.002469457,2,0,1,7728,COMM10<PJ,2.748
109,0.389917092,0,0,0,0.014069173,0,0,0.008207018,0.130474835,0,0.005359685,0,0,0,0,0,0.04153756,10,No,0,0.281718449,0.040867599,0.087848589,0,0,Inulin Mono,0.5168,0,0,2,0,1,11978,COMM10<BV,2.584
